,topic,difficulty,obscurity,extracted_queries
3312,Agriculture,Easy,Least,Wheat is used to make bread.
3313,Agriculture,Easy,Least,Soybeans are used to make vegetable oil.
3314,Agriculture,Easy,Least,Cotton is used to make clothing.
3315,Agriculture,Easy,Least,Cows produce milk.
3316,Agriculture,Easy,Least,Chickens lay eggs.
3317,Agriculture,Easy,Least,Goats produce milk.
3318,Agriculture,Easy,Least,Oranges grow on trees.
3319,Agriculture,Easy,Least,Strawberries are a nut.
3320,Psychology,Easy,Least,Psychology is the study of the mind and behavior.
3321,Psychology,Easy,Least,Classical conditioning involves associating a neutral stimulus with an unconditioned stimulus.
3322,Psychology,Easy,Least,Cognitive therapy focuses on changing a person's core beliefs and schemas.
3323,Psychology,Easy,Least,The id is the part of the personality that contains our primitive impulses and drives according to Freud.
3324,Psychology,Easy,Least,Operant conditioning involves using reinforcement or punishment to modify behavior.
3325,Psychology,Easy,Least,The hippocampus is involved in forming new memories.
3326,Psychology,Easy,Least,The sympathetic nervous system activates the fight-or-flight response.
3327,Psychology,Easy,Least,Psychologists use double-blind experimental designs to control for experimenter bias.
3328,Psychology,Easy,Least,The Stanford-Binet test is an example of an intelligence test.
3329,Psychology,Easy,Least,Psychology is considered a social science.
3330,Medicine,Easy,Least,Aspirin is used to reduce fever and relieve mild to moderate pain.
3331,Medicine,Easy,Least,The human heart has two atriums and two ventricles.
3332,Medicine,Easy,Least,Insulin is produced by the pancreas.
3333,Medicine,Easy,Least,Bones are connected by ligaments.
3334,Medicine,Easy,Least,The common cold is caused by a bacterial infection.
3335,Medicine,Easy,Least,HIV is transmitted through bodily fluids.
3336,Medicine,Easy,Least,Malaria is spread by mosquito bites.
3337,Medicine,Easy,Least,Vaccines help the body develop immunity by introducing small amounts of viruses or bacteria.
3338,Medicine,Easy,Least,Antibiotics kill viruses as well as bacteria.
3339,Medicine,Easy,Least,Cancer is always caused by genetic factors.
3340,Genetics,Easy,Least,DNA is the genetic material that contains the instructions for building proteins.
3341,Genetics,Easy,Least,Genes are made of DNA.
3342,Genetics,Easy,Least,Chromosomes are thread-like structures made of DNA found in the nucleus.
3343,Genetics,Easy,Least,Humans have 46 chromosomes.
3344,Genetics,Easy,Least,Genes are sections of DNA that code for proteins.
3345,Genetics,Easy,Least,Mutations are changes in the DNA sequence that can lead to new traits.
3346,Genetics,Easy,Least,Some traits are determined by a single gene.
3347,Genetics,Easy,Least,Genes are inherited from parents.
3348,Genetics,Easy,Least,Dominant genes always show their trait when present.
3349,Genetics,Easy,Least,Recessive genes only show their trait if two copies are present.
3350,Ethics,Easy,Least,Lying is generally considered unethical.
3351,Ethics,Easy,Least,Keeping promises and commitments is an ethical thing to do.
3352,Ethics,Easy,Least,Stealing from others is ethical.
3353,Ethics,Easy,Least,Treating all people fairly is an ethical principle.
3354,Ethics,Easy,Least,Cheating to get ahead is often seen as unethical.
3355,Ethics,Easy,Least,Helping those in need is considered ethical.
3356,Ethics,Easy,Least,"Discriminating against people based on race, gender, etc. is unethical."
3357,Ethics,Easy,Least,Honesty is an important ethical value.
3358,Ethics,Easy,Least,Taking actions that harm others is typically seen as unethical.
3359,Ethics,Easy,Least,Showing compassion and kindness to others is ethical.
3360,Linguistics,Easy,Least,Pragmatics is the study of how context contributes to meaning.
3361,Linguistics,Easy,Least,Phonology is the study of the sounds and sound systems in language.
3362,Linguistics,Easy,Least,Morphology studies the internal structure of words.
3363,Linguistics,Easy,Least,Syntax is the study of phrases and sentence structure.
3364,Linguistics,Easy,Least,Semantics deals with the meanings of words and sentences.
3365,Linguistics,Easy,Least,Linguistics studies human language.
3366,Linguistics,Easy,Least,All languages have nouns and verbs.
3367,Linguistics,Easy,Least,The IPA (International Phonetic Alphabet) is a writing system for transcribing speech sounds.
3368,Linguistics,Easy,Least,Words can have multiple meanings based on context.
3369,Linguistics,Easy,Least,Linguistics only studies modern spoken languages.
3370,Business,Easy,Least,A sole proprietorship is a business owned and run by one individual.
3371,Business,Easy,Least,"In a franchise business model, entrepreneurs purchase the rights to use an existing brand."
3372,Business,Easy,Least,Companies issue stocks to raise money from investors.
3373,Business,Easy,Least,Supply chain management refers to the movement of goods from suppliers to consumers.
3374,Business,Easy,Least,Executives and managers are examples of human resources in a business.
3375,Business,Easy,Least,A monopoly exists when a company has no competition in the market.
3376,Business,Easy,Least,Businesses are required by law to maximize profits above all else.
3377,Business,Easy,Least,"SWOT analysis involves examining a company's strengths, weaknesses, opportunities and threats."
3378,Business,Easy,Least,Accounts receivable refers to money that customers owe to a company.
3379,Business,Easy,Least,Companies strive to have high turnover of employees.
3380,Ecology,Easy,Least,Photosynthesis converts light energy into chemical energy.
3381,Ecology,Easy,Least,The lowest level of a food chain is called the tertiary consumer.
3382,Ecology,Easy,Least,An ecosystem includes all the living organisms in a particular area together with the physical environment.
3383,Ecology,Easy,Least,Autotrophs make their own food while heterotrophs get their food by eating other organisms.
3384,Ecology,Easy,Least,A habitat is the natural environment in which an organism lives.
3385,Ecology,Easy,Least,A population refers to all the members of a single species living in one area.
3386,Ecology,Easy,Least,Biodiversity refers to the variation of life at all levels of biological organization.
3387,Ecology,Easy,Least,Eutrophication is the process by which a body of water becomes enriched with minerals and nutrients.
3388,Ecology,Easy,Least,Old growth forests are forests that have never been logged and remain in their natural state.
3389,Ecology,Easy,Least,The greenhouse effect refers to gases in the atmosphere trapping infrared radiation from the sun.
3390,Sociology,Easy,Least,Sociology is the study of human society and social relationships.
3391,Sociology,Easy,Least,Emile Durkheim was one of the founders of sociology.
3392,Sociology,Easy,Least,Max Weber wrote about social action and rationalization.
3393,Sociology,Easy,Least,Karl Marx's ideas formed the basis for conflict theory in sociology.
3394,Sociology,Easy,Least,Socialization refers to the process by which we learn the norms and values of society.
3395,Sociology,Easy,Least,A norm is an expected pattern of behavior in a given situation.
3396,Sociology,Easy,Least,"Anomie refers to a state where social norms are confused, unclear or not present."
3397,Sociology,Easy,Least,Interpersonal communication involves communication between two or more people.
3398,Sociology,Easy,Least,Mass media are means of communication that reach large audiences.
3399,Sociology,Easy,Least,"Social institutions like family, education and religion shape society."
3400,Education,Easy,Least,Students attend primary school before secondary school.
3401,Education,Easy,Least,High school usually ends around age 18.
3402,Education,Easy,Least,College is also called university.
3403,Education,Easy,Least,Elementary school is the first stage of formal education.
3404,Education,Easy,Least,Preschool is required before starting kindergarten.
3405,Education,Easy,Least,"Math, science, and language arts are common elementary school subjects."
3406,Education,Easy,Least,Students take an exam called the SAT before applying to college.
3407,Education,Easy,Least,Online degrees are considered less valuable than in-person degrees.
3408,Education,Easy,Least,Teachers need a bachelor's degree to work in public schools.
3409,Education,Easy,Least,Summer vacation lasts 3 months in most American schools.
3410,Criminology,Easy,Least,Criminology is the study of crime and criminal behavior.
3411,Criminology,Easy,Least,Most criminologists work for law enforcement agencies.
3412,Criminology,Easy,Least,Criminology utilizes research methods from fields like sociology and psychology.
3413,Criminology,Easy,Least,The punishment of criminals is the main focus of criminology.
3414,Criminology,Easy,Least,Criminologists primarily conduct laboratory experiments.
3415,Criminology,Easy,Least,Understanding criminal motivations is an important part of criminology.
3416,Criminology,Easy,Least,Criminology only studies violent crimes like murder and assault.
3417,Criminology,Easy,Least,Examining crime trends over time is a key part of criminology.
3418,Criminology,Easy,Least,Criminology research helps shape crime prevention policies.
3419,Criminology,Easy,Least,Criminology focuses solely on legal definitions of crime.
3420,Paleontology,Easy,Least,Dinosaurs lived during the Mesozoic Era.
3421,Paleontology,Easy,Least,Paleontologists study fossils to learn about prehistoric life.
3422,Paleontology,Easy,Least,The Jurassic Period came before the Cretaceous Period.
3423,Paleontology,Easy,Least,Tyrannosaurus rex lived during the Triassic Period.
3424,Paleontology,Easy,Least,Mammals first appeared during the Paleozoic Era.
3425,Paleontology,Easy,Least,Pterosaurs could fly.
3426,Paleontology,Easy,Least,Brachiosaurus was a carnivore.
3427,Paleontology,Easy,Least,Triceratops had three horns on its head.
3428,Paleontology,Easy,Least,Saber-toothed cats lived with dinosaurs.
3429,Paleontology,Easy,Least,Archaeopteryx is considered the first bird.
3430,Filmmaking,Easy,Least,Alfred Hitchcock directed the movie Psycho.
3431,Filmmaking,Easy,Least,The first ever Oscar awards ceremony was held in 1929.
3432,Filmmaking,Easy,Least,Steven Spielberg has never won an Academy Award for Best Director.
3433,Filmmaking,Easy,Least,The movie Avatar holds the record for highest grossing film of all time.
3434,Filmmaking,Easy,Least,Martin Scorsese directed the film Taxi Driver.
3435,Filmmaking,Easy,Least,Quentin Tarantino wrote and directed Pulp Fiction.
3436,Filmmaking,Easy,Least,Stanley Kubrick directed 2001: A Space Odyssey.
3437,Filmmaking,Easy,Least,Orson Welles starred in and directed Citizen Kane.
3438,Filmmaking,Easy,Least,The Shawshank Redemption is based on a Stephen King novella.
3439,Filmmaking,Easy,Least,Gone with the Wind won the Academy Award for Best Picture in 1939.
3440,Science fiction,Mediun,Fairly,"In the Star Wars movies, the Millennium Falcon is capable of traveling at faster-than-light speeds."
3441,Science fiction,Mediun,Fairly,The author of the Foundation series of science fiction novels is Arthur C. Clarke.
3442,Science fiction,Mediun,Fairly,"The planet Krypton, homeworld of Superman, orbits a red dwarf star."
3443,Science fiction,Mediun,Fairly,The Alien movies feature a fictional Weyland-Yutani Corporation.
3444,Science fiction,Mediun,Fairly,"In the Star Trek universe, Vulcan blood is copper-based and green in color."
3445,Science fiction,Mediun,Fairly,"The android Data in Star Trek has a ""positronic"" brain."
3446,Science fiction,Mediun,Fairly,"In the film Back to the Future, the time machine is a souped-up DeLorean car."
3447,Science fiction,Mediun,Fairly,The author of Do Androids Dream of Electric Sheep? is Philip K. Dick.
3448,Science fiction,Mediun,Fairly,"In the Dune novels, the spice melange allows Guild Navigators to fold space."
3449,Science fiction,Mediun,Fairly,The planet Trantor is the capital world in Asimov's Foundation series.
3450,Sports,Mediun,Fairly,"In cricket, the term ""golden duck"" refers to when a batter is out on the first ball they face without scoring any runs."
3451,Sports,Mediun,Fairly,The first winners of the FIFA World Cup in 1930 were Uruguay.
3452,Sports,Mediun,Fairly,"In tennis, ""battle of the sexes"" refers to the 1973 exhibition match between Billie Jean King and Bobby Riggs."
3453,Sports,Mediun,Fairly,"The orange jerseys of the Netherlands national football team are a nod to the royal family, the House of Orange-Nassau."
3454,Sports,Mediun,Fairly,"In golf, an ""albatross"" is scoring 3 under par on a single hole."
3455,Sports,Mediun,Fairly,American swimmer Michael Phelps has won more Olympic medals than any other athlete in history.
3456,Sports,Mediun,Fairly,The New York Yankees have appeared in more World Series than any other MLB team.
3457,Sports,Mediun,Fairly,The largest margin of victory in an NFL game is 73 points when the Bears beat the Redskins 73-0 in 1940.
3458,Sports,Mediun,Fairly,"In 2017, Serena Williams won the Australian Open while pregnant with her first child."
3459,Sports,Mediun,Fairly,The first Wimbledon Championships in 1877 was won by Spencer Gore.
3460,Baking,Mediun,Fairly,Bread will rise faster at higher altitudes due to the lower air pressure.
3461,Baking,Mediun,Fairly,"Kneading bread dough develops gluten strands, which gives the bread more structure."
3462,Baking,Mediun,Fairly,The Maillard reaction between amino acids and sugars is responsible for the browning of baked goods.
3463,Baking,Mediun,Fairly,Sourdough bread gets its tangy flavor from lactic acid produced by lactobacillus bacteria.
3464,Baking,Mediun,Fairly,Cookies spread out more when baking due to the melting of solid fat into liquid oil.
3465,Baking,Mediun,Fairly,Quick breads like banana bread use baking soda instead of yeast to rise.
3466,Baking,Mediun,Fairly,Overmixing muffin batter results in dense and tough muffins due to overdeveloped gluten.
3467,Baking,Mediun,Fairly,Parchment paper is coated with silicone to prevent baked goods from sticking.
3468,Baking,Mediun,Fairly,Putting a pan of cold water in the oven helps keep cakes and breads moist.
3469,Baking,Mediun,Fairly,The holes in Swiss cheese come from carbon dioxide bubbles formed during fermentation.
3470,Art history,Mediun,Fairly,The Mona Lisa was stolen from the Louvre in 1911 by Vincenzo Peruggia.
3471,Art history,Mediun,Fairly,"Paul Cézanne, a Post-Impressionist painter, was obsessed with portraying Mount Saint-Victoire near his home."
3472,Art history,Mediun,Fairly,"The earliest known prehistoric cave paintings were created around 40,000 years ago in Spain."
3473,Art history,Mediun,Fairly,"Vincent van Gogh only sold one painting during his lifetime, The Red Vineyard."
3474,Art history,Mediun,Fairly,Jackson Pollock pioneered the drip painting technique in abstract expressionism.
3475,Art history,Mediun,Fairly,Frida Kahlo was known for her haunting and vivid self-portraits featuring Mexican and indigenous themes.
3476,Art history,Mediun,Fairly,Henri Matisse was one of the founders of the Fauvism art movement known for its wild use of color.
3477,Art history,Mediun,Fairly,The Persistence of Memory by Salvador Dali features his iconic melting clocks imagery.
3478,Art history,Mediun,Fairly,Gustav Klimt incorporated gold leaf and intricate patterns into many of his paintings.
3479,Art history,Mediun,Fairly,"Claude Monet painted his Water Lilies series in a pond at his home in Giverny, France."
3480,Startups,Mediun,Fairly,Most startups fail within the first year.
3481,Startups,Mediun,Fairly,Angel investors usually invest less money than venture capitalists.
3482,Startups,Mediun,Fairly,Github was started in 2008.
3483,Startups,Mediun,Fairly,Uber was founded in San Francisco.
3484,Startups,Mediun,Fairly,Airbnb launched their services in 2007.
3485,Startups,Mediun,Fairly,Stripe was started by the Collison brothers.
3486,Startups,Mediun,Fairly,Snapchat was originally called Picaboo.
3487,Startups,Mediun,Fairly,LinkedIn surpassed 1 million users within its first year.
3488,Startups,Mediun,Fairly,PayPal was founded before Google.
3489,Startups,Mediun,Fairly,Pinterest was started by a group of male founders.
3490,Astronomy,Mediun,Fairly,The hottest planet in our solar system is Venus.
3491,Astronomy,Mediun,Fairly,There are 88 recognized constellations in the night sky.
3492,Astronomy,Mediun,Fairly,The Hubble Space Telescope was launched aboard the space shuttle Discovery in 1990.
3493,Astronomy,Mediun,Fairly,The asteroid belt is located between the orbits of Mars and Jupiter.
3494,Astronomy,Mediun,Fairly,The nearest star to our solar system other than the Sun is Alpha Centauri.
3495,Astronomy,Mediun,Fairly,Saturn's moon Titan has lakes and rivers made of liquid methane.
3496,Astronomy,Mediun,Fairly,The Milky Way galaxy contains over 100 billion stars.
3497,Astronomy,Mediun,Fairly,The Magellanic Clouds are dwarf galaxies orbiting our own Milky Way galaxy.
3498,Astronomy,Mediun,Fairly,The Big Bang theory proposes that the universe originated from a single point 13.8 billion years ago.
3499,Astronomy,Mediun,Fairly,A nova occurs when a white dwarf gains matter from a companion star and explodes.
3500,Gardening,Mediun,Fairly,Good aeration helps reduce soil compaction and improves plant growth.
3501,Gardening,Mediun,Fairly,Plants should be watered in the heat of the day to reduce water loss from evaporation.
3502,Gardening,Mediun,Fairly,Raised garden beds warm up faster in spring than gardens at ground level.
3503,Gardening,Mediun,Fairly,Applying coffee grounds directly to plants can harm them due to the acidity.
3504,Gardening,Mediun,Fairly,Most vegetable plants grow best in full sun except for lettuce which prefers partial shade.
3505,Gardening,Mediun,Fairly,Using a soaker hose or drip irrigation system helps conserve water compared to overhead watering.
3506,Gardening,Mediun,Fairly,Pruning encourages plants to grow thicker and produce more flowers and fruit.
3507,Gardening,Mediun,Fairly,The best time to harvest most vegetables is when they are fully ripe.
3508,Gardening,Mediun,Fairly,Adding sand to clay soil will help improve drainage.
3509,Gardening,Mediun,Fairly,Placing stones or gravel in the bottom of pots improves drainage.
3510,Philosophy,Mediun,Fairly,The philosophical school of thought known as pragmatism originated in the late 19th century United States.
3511,Philosophy,Mediun,Fairly,"Friedrich Nietzsche was a proponent of nihilism, the belief that life is meaningless."
3512,Philosophy,Mediun,Fairly,"The philosopher Rene Descartes famously stated ""I think therefore I am"" as a first principle of his metaphysics."
3513,Philosophy,Mediun,Fairly,"Existentialism is a philosophical movement that emphasizes individual existence, freedom and choice."
3514,Philosophy,Mediun,Fairly,Epicureanism taught that pleasure is the greatest good in life.
3515,Philosophy,Mediun,Fairly,Utilitarianism is the ethical theory that actions should be judged right or wrong based on their consequences.
3516,Philosophy,Mediun,Fairly,"John Rawls' ""veil of ignorance"" thought experiment relates to social contract theory."
3517,Philosophy,Mediun,Fairly,"The philosophical idea of tabula rasa refers to the mind being a ""blank slate"" at birth."
3518,Philosophy,Mediun,Fairly,Logical positivism holds that any statement that cannot be scientifically verified is meaningless.
3519,Philosophy,Mediun,Fairly,Postmodernism rejects many of the ideas and values of the modern Enlightenment period in favor of pluralism and skepticism.
3520,Engineering,Mediun,Fairly,Diesel fuel has a higher energy density than gasoline.
3521,Engineering,Mediun,Fairly,The integrated circuit was invented by Jack Kilby in 1958.
3522,Engineering,Mediun,Fairly,The tensile strength of steel is higher than the compressive strength.
3523,Engineering,Mediun,Fairly,"In soldering, flux is used to remove oxides and promote flow of the solder."
3524,Engineering,Mediun,Fairly,PD controllers can reduce steady state errors compared to P controllers.
3525,Engineering,Mediun,Fairly,Carbon fiber composites can have a higher strength-to-weight ratio than aluminum.
3526,Engineering,Mediun,Fairly,Turbulent flow has a higher Reynolds number than laminar flow.
3527,Engineering,Mediun,Fairly,The Otto cycle is used in diesel engines.
3528,Engineering,Mediun,Fairly,Strain gauges work by changing their electrical resistance when stretched.
3529,Engineering,Mediun,Fairly,Mechanical advantage and velocity ratio are the same for all levers.
3530,Dance,Mediun,Fairly,The polka originated as a Czech peasant dance in the mid-19th century.
3531,Dance,Mediun,Fairly,The Salsa dance combines moves from Cuban dances and North American dances.
3532,Dance,Mediun,Fairly,Professional ballet dancers typically wear pointe shoes with wooden blocks fitted inside for support.
3533,Dance,Mediun,Fairly,"In flamenco dance, the arms are held constantly curved with elbows down and hands nearly touching the chest."
3534,Dance,Mediun,Fairly,The Viennese Waltz is danced counterclockwise around the dance floor.
3535,Dance,Mediun,Fairly,The Foxtrot dance was invented by Harry Fox in 1914.
3536,Dance,Mediun,Fairly,"In tap dancing, the metal plates on tap shoes are called taps."
3537,Dance,Mediun,Fairly,The Odissi dance style originated more than 2000 years ago in eastern India.
3538,Dance,Mediun,Fairly,The choreography of a pas de deux in classical ballet often involves supported pirouettes by the ballerina.
3539,Dance,Mediun,Fairly,The Tango originated in Argentina and Uruguay in the mid 19th century.
3540,Literature,Mediun,Fairly,"The first line of James Joyce's novel Ulysses is ""Stately, plump Buck Mulligan came from the stairhead, bearing a bowl of lather on which a mirror and a razor lay crossed."
3541,Literature,Mediun,Fairly,Ernest Hemingway's first published novel was The Torrents of Spring.
3542,Literature,Mediun,Fairly,Virginia Woolf's novel To the Lighthouse takes place on the Isle of Skye in Scotland.
3543,Literature,Mediun,Fairly,George Orwell's real name was Eric Blair.
3544,Literature,Mediun,Fairly,Aldous Huxley's novel Brave New World was published before George Orwell's 1984.
3545,Literature,Mediun,Fairly,The main character in Arthur Miller's play Death of a Salesman is named Willy Loman.
3546,Literature,Mediun,Fairly,William Faulkner's novel The Sound and the Fury is set in Mississippi.
3547,Literature,Mediun,Fairly,C.S. Lewis and J.R.R. Tolkien were members of the writing group The Inklings.
3548,Literature,Mediun,Fairly,Thomas Pynchon's novel Gravity's Rainbow won the Pulitzer Prize for fiction in 1974.
3549,Literature,Mediun,Fairly,"Sylvia Plath wrote the poem ""Daddy"" about her relationship with her father."
3550,Geology,Mediun,Fairly,The Mohorovicic discontinuity refers to the boundary between the crust and mantle of the Earth.
3551,Geology,Mediun,Fairly,Igneous rocks form when magma or lava cools and hardens.
3552,Geology,Mediun,Fairly,The Richter scale measures the intensity of earthquakes based on seismographic recordings.
3553,Geology,Mediun,Fairly,Basalt is an example of an intrusive igneous rock.
3554,Geology,Mediun,Fairly,"Plate tectonics explains the formation, movement, and subduction of the Earth's crustal plates."
3555,Geology,Mediun,Fairly,Metamorphic rocks form when existing rocks are changed by extreme heat or pressure without melting.
3556,Geology,Mediun,Fairly,Gneiss is a foliated metamorphic rock that has a banded appearance.
3557,Geology,Mediun,Fairly,Glacial till is sediment that is deposited directly by glaciers with little sorting.
3558,Geology,Mediun,Fairly,Volcanoes that form over subduction zones typically erupt andesitic or rhyolitic lava.
3559,Geology,Mediun,Fairly,The expansion and contraction of ocean waters due to heating and cooling are the main driver of sea level changes.
3560,Architecture,Mediun,Fairly,The Pantheon in Rome has the world's largest unreinforced concrete dome.
3561,Architecture,Mediun,Fairly,Frank Lloyd Wright designed the Guggenheim Museum in New York City.
3562,Architecture,Mediun,Fairly,The tallest building in the world is the Burj Khalifa in Dubai.
3563,Architecture,Mediun,Fairly,Le Corbusier was a pioneer of the International Style of architecture.
3564,Architecture,Mediun,Fairly,Antoni Gaudí designed the Sagrada Família church in Barcelona.
3565,Architecture,Mediun,Fairly,The Great Pyramid of Giza is the only remaining Wonder of the Ancient World.
3566,Architecture,Mediun,Fairly,The Sydney Opera House was designed by architect Mies van der Rohe.
3567,Architecture,Mediun,Fairly,Falllngwater in Pennsylvania was designed by Louis Sullivan.
3568,Architecture,Mediun,Fairly,The Crystal Palace in London was made entirely of plate glass.
3569,Architecture,Mediun,Fairly,The Golden Gate Bridge in San Francisco is painted red.
3570,Economics,Mediun,Fairly,"The law of diminishing marginal utility states that the more of a good a person consumes, the less satisfaction they get from each additional unit."
3571,Economics,Mediun,Fairly,"According to Keynesian economics, governments should generally pursue contractionary fiscal policy during economic downturns."
3572,Economics,Mediun,Fairly,"In microeconomics, the intersection of supply and demand curves determines the equilibrium price and quantity in a market."
3573,Economics,Mediun,Fairly,An increase in income tax rates will cause the Laffer Curve to shift rightward.
3574,Economics,Mediun,Fairly,Lower interest rates tend to increase business investment and consumer spending in an economy.
3575,Economics,Mediun,Fairly,"Under perfect competition, firms are price takers and have no influence over the market price."
3576,Economics,Mediun,Fairly,Monetary policy refers to the central bank's control of the money supply and interest rates.
3577,Economics,Mediun,Fairly,The Philips Curve depicts an inverse relationship between inflation and unemployment in the short run.
3578,Economics,Mediun,Fairly,"In economics, a Giffen good is one where demand increases as price increases."
3579,Economics,Mediun,Fairly,"According to rational expectations theory, people use all available information to form unbiased predictions about the future."
3580,Travel,Mediun,Fairly,"The Chicago ""L"" train system is the second longest rapid transit system in the United States after the New York City subway."
3581,Travel,Mediun,Fairly,There is a hotel inside a Boeing 747 airplane located near the Amsterdam Airport Schiphol in The Netherlands.
3582,Travel,Mediun,Fairly,The world's largest cave system is located in Vietnam and is called Son Doong Cave.
3583,Travel,Mediun,Fairly,The Royal Scotsman luxury train has private en-suite bathrooms with real granite washbasins.
3584,Travel,Mediun,Fairly,The JR rail pass can only be purchased and used by foreign tourists visiting Japan.
3585,Travel,Mediun,Fairly,Visitors to the Burj Khalifa observation deck on floors 124 and 125 are not allowed to take photos.
3586,Travel,Mediun,Fairly,The Orient Express train service no longer runs on the original route from Paris to Istanbul.
3587,Travel,Mediun,Fairly,The Tom Bradley International Terminal (TBIT) at LAX Airport has its own ZIP code of 90045.
3588,Travel,Mediun,Fairly,The Trevi Fountain in Rome is the largest Baroque fountain in the city.
3589,Travel,Mediun,Fairly,Aircraft flying into Tibet's Bangda Airport require special high-altitude modifications to fly safely.
3590,Biology,Mediun,Fairly,The longest cells in the human body are the neurons that can reach lengths up to 1 meter long.
3591,Biology,Mediun,Fairly,Most of the DNA in the human genome does not code for proteins.
3592,Biology,Mediun,Fairly,The cornea is the only living tissue in the human body that does not contain any blood vessels.
3593,Biology,Mediun,Fairly,An adult human skeleton is made up of 206 bones.
3594,Biology,Mediun,Fairly,The human eye can distinguish about 10 million different colors.
3595,Biology,Mediun,Fairly,It takes around 20 seconds for a red blood cell to circle the whole body.
3596,Biology,Mediun,Fairly,The human body has more bacterial cells than human cells.
3597,Biology,Mediun,Fairly,Hair and fingernails are made up of dead cells.
3598,Biology,Mediun,Fairly,The human brain stops growing in size around age 20.
3599,Biology,Mediun,Fairly,Human birth control pills work by preventing ovulation.
3600,Fashion,Mediun,Fairly,The miniskirt was popularized in the 1960s by French designer André Courrèges.
3601,Fashion,Mediun,Fairly,The A-line skirt gets its name from the capital letter A shape it creates around the body.
3602,Fashion,Mediun,Fairly,Brooks Brothers is credited with introducing the button-down collar shirt in 1896.
3603,Fashion,Mediun,Fairly,The bikini swimsuit was named after the Bikini Atoll in the Marshall Islands.
3604,Fashion,Mediun,Fairly,"The world's most expensive dress cost $12 million and was made with over 6,000 natural diamonds."
3605,Fashion,Mediun,Fairly,Rayon was the first commercially produced artificial silk fiber.
3606,Fashion,Mediun,Fairly,A peplum is a short overskirt that is attached to the waist of a fitted jacket or dress.
3607,Fashion,Mediun,Fairly,The color Tiffany Blue is a robin egg blue trademarked by Tiffany & Co. in 1998.
3608,Fashion,Mediun,Fairly,Kitten heels are typically between 1.5 to 3 inches high.
3609,Fashion,Mediun,Fairly,The beret originated as a traditional peasant headwear in the French region of Béarn.
3610,Archaeology,Mediun,Fairly,The Venus of Willendorf is an Upper Paleolithic figurine discovered in Austria that depicts an obese woman.
3611,Archaeology,Mediun,Fairly,The ancient city of Mohenjo-daro was located near the Indus River valley and dates back to around 2500 BCE.
3612,Archaeology,Mediun,Fairly,King Tutankhamun's tomb was discovered completely intact by Howard Carter in 1922.
3613,Archaeology,Mediun,Fairly,The Rosetta Stone allowed scholars to decipher Egyptian hieroglyphics as it contained the same text written in three languages.
3614,Archaeology,Mediun,Fairly,The main purpose of a tumulus is to mark the burial site of ancient nomadic peoples.
3615,Archaeology,Mediun,Fairly,Dendrochronology is the study of tree ring growth patterns to date wooden artifacts and structures.
3616,Archaeology,Mediun,Fairly,"The Terracotta Army are life-sized clay soldiers that were buried with Qin Shi Huang, the first emperor of China."
3617,Archaeology,Mediun,Fairly,Machu Picchu is an Incan city located in modern-day Ecuador.
3618,Archaeology,Mediun,Fairly,The Code of Hammurabi was one of the earliest and most complete written legal codes from ancient Mesopotamia.
3619,Culinary arts,Mediun,Fairly,"The earliest known cookbook is the Roman cookbook Apicius, which dates back to the 1st century AD."
3620,Culinary arts,Mediun,Fairly,"The word ""restaurant"" comes from the French word meaning ""to restore""."
3621,Culinary arts,Mediun,Fairly,The microwave oven was invented in 1945 by Percy Spencer.
3622,Culinary arts,Mediun,Fairly,"The food dish ""chop suey"" was created in the United States, not China."
3623,Culinary arts,Mediun,Fairly,Julia Child was the first woman inducted into the Culinary Institute of America's Hall of Fame.
3624,Culinary arts,Mediun,Fairly,The world's most expensive spice by weight is saffron.
3625,Culinary arts,Mediun,Fairly,An average ear of corn has an even number of rows.
3626,Culinary arts,Mediun,Fairly,Thomas Jefferson introduced pasta to the United States after trying it in France.
3627,Culinary arts,Mediun,Fairly,The average strawberry has 200 seeds.
3628,Culinary arts,Mediun,Fairly,Bluefood was used in the Middle Ages to color food blue.
3629,Mathematics,Mediun,Fairly,The square root of 2 is an irrational number.
3630,Mathematics,Mediun,Fairly,There are infinitely many prime numbers.
3631,Mathematics,Mediun,Fairly,51 is a prime number.
3632,Mathematics,Mediun,Fairly,The circumference of a circle is equal to 2 times pi times the radius.
3633,Mathematics,Mediun,Fairly,Any even integer greater than 2 can be expressed as the sum of two primes.
3634,Mathematics,Mediun,Fairly,The sum of any two odd integers is even.
3635,Mathematics,Mediun,Fairly,"If a and b are integers and a is divisible by b, then a/b must be an integer."
3636,Mathematics,Mediun,Fairly,The probability of rolling a 6 on a standard 6-sided die is 1/7.
3637,Mathematics,Mediun,Fairly,The sine of a 90 degree angle is equal to 1.
3638,Mathematics,Mediun,Fairly,The limit of 1/x as x approaches infinity is 0.
3639,Photography,Mediun,Fairly,Ansel Adams was known for his landscape photography of U.S. National Parks.
3640,Photography,Mediun,Fairly,The very first permanent photograph was created by Joseph Nicéphore Niépce in 1822.
3641,Photography,Mediun,Fairly,"In photography, the rule of thirds is a compositional guideline to divide the image frame into thirds both horizontally and vertically."
3642,Photography,Mediun,Fairly,"ISO refers to the sensitivity of the image sensor to light, with lower ISO ratings requiring more light for a proper exposure."
3643,Photography,Mediun,Fairly,Shutter speed refers to the length of time the shutter remains open during an exposure.
3644,Photography,Mediun,Fairly,Aperture controls the amount of light entering the camera through the lens opening.
